customer_id,age,tenure_months,num_products,avg_order_value_eur,support_tickets_90d,days_since_last_order,region,event_date,churn_label
CUST-000397,69,19,4,128.39,4,150,IBERIA,2026-04-02,1
CUST-000398,21,5,12,81.98,0,126,NORDIC,2026-03-24,0
CUST-000399,71,47,5,148.75,4,140,IBERIA,2026-04-07,1
CUST-000400,45,115,7,46.15,4,27,EE,2026-04-11,0
CUST-000401,72,101,8,42.59,6,168,NORDIC,2026-04-10,1
CUST-000402,19,76,3,197.48,3,87,IBERIA,2026-04-07,0
CUST-000403,37,34,2,198.82,0,96,BENELUX,2026-04-06,0
CUST-000404,41,19,4,204.23,7,101,NORDIC,2026-03-26,1
CUST-000405,58,48,4,79.93,1,177,IBERIA,2026-03-23,1
CUST-000406,39,119,5,240.68,0,14,NORDIC,2026-04-04,0
CUST-000407,40,31,10,241.4,4,90,NORDIC,2026-03-23,0
CUST-000408,45,56,9,239.72,2,31,BENELUX,2026-04-15,0
CUST-000409,66,48,7,112.46,7,179,DACH,2026-04-04,1
CUST-000410,37,106,12,151.42,5,1,DACH,2026-04-05,0
CUST-000411,30,54,2,126.3,0,75,NORDIC,2026-03-23,0
CUST-000412,38,43,3,36.97,7,143,EE,2026-04-07,1
CUST-000413,43,75,9,105.17,3,57,DACH,2026-03-28,0
CUST-000414,60,79,11,113.75,3,17,EE,2026-04-03,0
CUST-000415,52,114,6,166.86,8,129,DACH,2026-04-19,1
CUST-000416,68,5,9,61.27,5,95,DACH,2026-04-19,1
CUST-000417,29,14,1,53.01,5,52,NORDIC,2026-04-20,0
CUST-000418,61,5,12,70.78,3,175,BENELUX,2026-03-22,1
CUST-000419,49,74,10,25.0,6,62,DACH,2026-03-31,0
CUST-000420,53,86,11,120.17,3,139,BENELUX,2026-03-22,1
CUST-000421,52,84,10,64.64,1,143,NORDIC,2026-04-12,0
CUST-000422,66,58,7,196.63,8,25,IBERIA,2026-04-09,0
CUST-000423,65,32,1,142.76,4,34,NORDIC,2026-04-05,0
CUST-000424,36,90,3,189.56,1,47,IBERIA,2026-04-08,0
CUST-000425,27,38,12,206.79,7,71,NORDIC,2026-04-13,0
CUST-000426,47,109,11,146.31,0,65,BENELUX,2026-03-28,0
CUST-000427,33,64,8,154.56,6,104,NORDIC,2026-04-05,1
CUST-000428,46,12,5,79.06,8,121,EE,2026-04-16,1
CUST-000429,46,40,11,35.75,6,134,NORDIC,2026-04-09,1
CUST-000430,57,105,12,93.71,3,145,DACH,2026-03-27,1
CUST-000431,43,42,5,168.59,5,111,BENELUX,2026-04-02,1
CUST-000432,58,36,7,201.17,0,39,EE,2026-03-28,0
CUST-000433,69,2,7,78.04,8,144,EE,2026-04-09,1
CUST-000434,69,50,9,30.01,6,170,DACH,2026-03-31,1
CUST-000435,54,69,3,72.1,2,35,BENELUX,2026-04-13,0
CUST-000436,26,50,3,227.27,8,125,BENELUX,2026-04-07,1
CUST-000437,63,27,9,196.77,3,124,DACH,2026-04-09,1
CUST-000438,50,87,7,130.6,1,52,NORDIC,2026-03-30,0
CUST-000439,49,114,9,72.48,8,83,NORDIC,2026-03-27,0
CUST-000440,42,43,11,203.01,5,149,NORDIC,2026-03-31,1
CUST-000441,43,100,11,207.56,7,169,NORDIC,2026-03-26,1
CUST-000442,42,103,9,174.09,7,128,DACH,2026-03-24,1
CUST-000443,72,46,12,45.96,5,17,IBERIA,2026-04-01,0
CUST-000444,45,96,5,165.19,7,166,EE,2026-04-13,1
CUST-000445,28,28,8,23.56,6,57,IBERIA,2026-04-18,0
CUST-000446,30,33,5,202.91,6,90,BENELUX,2026-04-20,0
CUST-000447,23,8,11,134.87,4,38,IBERIA,2026-04-13,0
CUST-000448,26,59,1,73.64,1,94,DACH,2026-04-01,0
CUST-000449,51,74,6,172.6,1,146,DACH,2026-03-27,0
CUST-000450,58,44,2,70.32,6,95,NORDIC,2026-03-24,1
CUST-000451,21,110,9,35.58,8,81,NORDIC,2026-04-15,0
CUST-000452,63,117,10,132.66,2,47,IBERIA,2026-03-24,0
CUST-000453,29,55,8,172.82,6,52,DACH,2026-03-28,0
CUST-000454,31,36,9,37.51,2,53,IBERIA,2026-04-20,0
CUST-000455,22,118,12,208.51,8,157,DACH,2026-04-20,1
CUST-000456,56,47,2,139.25,2,32,NORDIC,2026-04-07,0
CUST-000457,71,116,7,100.03,4,148,EE,2026-04-21,1
CUST-000458,19,43,12,57.34,2,121,EE,2026-04-02,0
CUST-000459,69,55,5,65.66,1,28,EE,2026-03-26,0
CUST-000460,18,25,11,128.73,0,79,NORDIC,2026-04-18,0
CUST-000461,22,29,1,154.9,0,109,BENELUX,2026-03-24,0
CUST-000462,43,114,9,153.1,2,27,NORDIC,2026-04-11,0
CUST-000463,25,103,5,249.6,3,117,BENELUX,2026-03-22,1
CUST-000464,36,107,4,34.43,2,11,BENELUX,2026-04-07,0
CUST-000465,29,37,7,114.87,3,22,NORDIC,2026-04-09,0
CUST-000466,32,110,4,109.4,0,44,IBERIA,2026-03-22,0
CUST-000467,19,46,7,194.26,5,130,NORDIC,2026-04-07,1
CUST-000468,27,42,7,122.37,5,86,BENELUX,2026-03-24,0
CUST-000469,58,7,8,190.63,3,103,BENELUX,2026-04-07,1
CUST-000470,18,93,1,223.97,5,28,NORDIC,2026-03-24,0
CUST-000471,49,96,1,115.17,6,140,DACH,2026-04-11,1
CUST-000472,29,60,2,178.98,1,18,DACH,2026-03-25,0
CUST-000473,56,50,4,205.39,7,176,BENELUX,2026-04-10,1
CUST-000474,69,103,4,193.65,3,147,BENELUX,2026-04-21,1
CUST-000475,51,81,5,187.5,5,69,NORDIC,2026-03-22,0
CUST-000476,48,11,1,225.64,6,84,EE,2026-04-12,0
CUST-000477,63,25,9,68.39,2,27,BENELUX,2026-04-13,0
CUST-000478,34,23,7,191.21,6,174,NORDIC,2026-04-01,1
CUST-000479,54,119,1,48.53,5,28,DACH,2026-04-12,0
CUST-000480,63,9,5,142.92,1,82,DACH,2026-03-28,0
CUST-000481,56,41,4,59.73,1,12,IBERIA,2026-03-28,0
CUST-000482,44,47,4,194.52,3,57,DACH,2026-04-11,0
CUST-000483,37,62,4,124.38,5,179,DACH,2026-04-21,1
CUST-000484,25,74,7,196.19,8,72,NORDIC,2026-04-14,0
CUST-000485,58,58,11,49.48,7,8,IBERIA,2026-04-21,0
CUST-000486,21,107,2,207.44,4,112,NORDIC,2026-03-30,1
CUST-000487,61,90,4,217.7,2,141,EE,2026-03-29,0
CUST-000488,59,61,9,102.91,1,114,EE,2026-04-18,0
CUST-000489,46,59,6,23.65,6,154,EE,2026-04-18,1
CUST-000490,67,64,10,71.16,3,176,DACH,2026-04-20,1
CUST-000491,70,88,10,34.73,5,92,IBERIA,2026-04-02,1
CUST-000492,33,99,12,167.85,8,48,IBERIA,2026-04-03,0
CUST-000493,59,28,8,21.56,6,73,EE,2026-03-30,0
CUST-000494,20,105,7,97.34,4,76,NORDIC,2026-03-23,0
CUST-000495,65,112,6,149.16,5,38,NORDIC,2026-04-07,0
CUST-000496,41,3,1,150.48,7,97,IBERIA,2026-04-16,1
CUST-000497,52,112,11,90.28,0,120,BENELUX,2026-04-01,0
CUST-000498,25,93,10,170.48,2,115,BENELUX,2026-04-08,0
CUST-000499,60,4,7,200.09,2,161,DACH,2026-04-18,1
CUST-000500,19,72,12,42.62,6,131,EE,2026-03-24,1
CUST-000501,71,101,1,153.09,3,111,DACH,2026-04-03,1
CUST-000502,22,36,11,124.82,0,142,DACH,2026-03-25,0
CUST-000503,62,26,7,171.68,2,127,EE,2026-04-21,0
CUST-000504,47,45,8,215.01,8,118,DACH,2026-04-19,1
CUST-000505,62,36,7,134.03,7,34,DACH,2026-04-18,0
CUST-000506,59,73,11,196.63,5,109,EE,2026-03-23,1
CUST-000507,19,52,8,120.65,4,111,NORDIC,2026-03-22,1
CUST-000508,62,77,10,176.17,5,99,EE,2026-03-26,1
CUST-000509,40,22,2,243.16,2,9,NORDIC,2026-04-09,0
CUST-000510,64,31,9,198.86,7,72,EE,2026-04-16,0
CUST-000511,49,46,6,39.87,0,12,IBERIA,2026-03-29,0
CUST-000512,58,35,8,59.45,8,106,EE,2026-04-18,1
CUST-000513,49,71,12,131.7,2,28,EE,2026-04-07,0
CUST-000514,56,37,4,102.84,7,115,EE,2026-03-23,1
CUST-000515,53,80,5,65.8,5,167,BENELUX,2026-04-10,1
CUST-000516,29,50,6,48.98,7,31,DACH,2026-03-26,0
CUST-000517,62,11,7,224.62,3,15,IBERIA,2026-04-01,0
CUST-000518,42,74,8,41.3,1,38,DACH,2026-04-03,0
CUST-000519,41,54,4,174.38,3,53,BENELUX,2026-04-01,0
CUST-000520,48,10,9,65.93,3,142,NORDIC,2026-04-01,1
CUST-000521,50,51,12,185.06,8,33,IBERIA,2026-04-10,0
CUST-000522,71,30,6,56.81,3,84,BENELUX,2026-04-20,0
CUST-000523,49,18,5,127.81,4,140,DACH,2026-04-18,1
CUST-000524,43,24,10,215.8,8,40,EE,2026-04-15,0
CUST-000525,46,38,4,149.08,5,31,BENELUX,2026-03-27,0
CUST-000526,32,17,2,118.51,2,148,IBERIA,2026-04-05,0
CUST-000527,68,56,4,148.39,5,2,NORDIC,2026-03-31,0
CUST-000528,71,93,11,167.36,7,95,NORDIC,2026-04-11,1
CUST-000529,67,62,10,33.54,7,123,NORDIC,2026-04-15,1
CUST-000530,37,10,4,85.92,2,171,NORDIC,2026-04-15,1
CUST-000531,62,45,2,31.15,3,128,NORDIC,2026-04-06,1
CUST-000532,27,46,8,52.11,0,150,EE,2026-04-13,0
CUST-000533,42,66,10,179.92,0,48,NORDIC,2026-04-07,0
CUST-000534,29,83,10,75.29,5,106,BENELUX,2026-04-03,1
CUST-000535,42,13,8,244.46,6,137,EE,2026-04-04,1
CUST-000536,43,41,10,193.36,5,4,BENELUX,2026-03-28,0
CUST-000537,69,119,2,29.2,4,68,DACH,2026-04-21,0
CUST-000538,67,39,12,154.35,2,124,NORDIC,2026-04-02,0
CUST-000539,71,25,10,50.31,5,71,DACH,2026-04-18,0
CUST-000540,50,109,9,221.15,8,18,EE,2026-04-08,0
CUST-000541,27,79,11,152.76,1,54,NORDIC,2026-04-07,0
CUST-000542,37,42,9,223.61,3,135,DACH,2026-04-18,1
CUST-000543,20,12,4,85.4,5,127,NORDIC,2026-04-09,1
CUST-000544,36,7,11,52.92,1,105,BENELUX,2026-04-12,0
CUST-000545,36,107,7,247.44,5,82,DACH,2026-03-23,0
CUST-000546,39,23,12,73.9,1,59,IBERIA,2026-04-02,0
CUST-000547,60,91,4,148.85,2,36,DACH,2026-04-06,0
CUST-000548,33,108,11,84.35,1,113,NORDIC,2026-04-09,0
CUST-000549,39,50,5,125.98,0,159,DACH,2026-03-29,1
CUST-000550,21,85,4,232.68,0,106,EE,2026-03-25,0
CUST-000551,54,10,6,40.46,0,113,BENELUX,2026-04-11,0
CUST-000552,58,18,12,35.07,1,66,BENELUX,2026-04-21,0
CUST-000553,36,117,11,40.07,2,42,NORDIC,2026-04-09,0
CUST-000554,20,9,10,94.29,6,131,NORDIC,2026-03-31,1
CUST-000555,64,107,6,78.4,1,135,BENELUX,2026-04-15,0
CUST-000556,43,87,6,186.74,3,111,DACH,2026-04-17,1
CUST-000557,69,67,2,92.25,5,152,IBERIA,2026-03-30,1
CUST-000558,25,98,8,166.99,5,141,DACH,2026-03-31,1
CUST-000559,28,48,10,28.99,7,140,NORDIC,2026-04-16,1
CUST-000560,29,95,3,35.13,4,151,EE,2026-03-25,1
CUST-000561,36,15,3,149.05,1,166,EE,2026-04-13,1
CUST-000562,25,65,5,16.61,1,74,DACH,2026-04-15,0
CUST-000563,62,105,12,108.24,8,92,EE,2026-04-03,1
CUST-000564,72,25,3,111.86,1,72,BENELUX,2026-04-21,0
CUST-000565,70,116,12,22.17,1,41,IBERIA,2026-04-12,0
CUST-000566,21,114,10,227.0,0,38,NORDIC,2026-03-30,0
CUST-000567,50,40,9,240.67,6,158,IBERIA,2026-04-09,1
CUST-000568,22,47,12,142.47,4,139,IBERIA,2026-04-16,1
CUST-000569,60,103,7,122.41,1,63,NORDIC,2026-03-22,0
CUST-000570,37,78,5,178.05,1,106,EE,2026-04-18,0
CUST-000571,68,117,3,184.03,5,48,EE,2026-04-01,0
CUST-000572,30,4,1,136.58,1,25,BENELUX,2026-04-15,0
CUST-000573,71,14,9,195.36,5,103,BENELUX,2026-04-12,1
CUST-000574,63,24,1,185.9,8,64,BENELUX,2026-03-24,0
CUST-000575,29,93,7,127.0,4,101,DACH,2026-04-01,1
CUST-000576,26,32,6,73.02,2,2,NORDIC,2026-04-16,0
CUST-000577,46,31,1,206.17,8,108,IBERIA,2026-04-09,1
CUST-000578,57,4,12,61.51,4,34,EE,2026-03-28,0
CUST-000579,63,69,7,181.45,7,163,IBERIA,2026-04-12,1
CUST-000580,49,7,8,217.86,8,179,DACH,2026-04-20,1
CUST-000581,68,58,5,213.06,5,45,DACH,2026-04-21,0
CUST-000582,20,31,6,215.79,3,178,DACH,2026-03-30,1
CUST-000583,36,87,8,204.01,7,37,BENELUX,2026-04-10,0
CUST-000584,40,36,5,223.05,2,110,IBERIA,2026-03-29,0
CUST-000585,60,104,4,154.47,8,151,IBERIA,2026-03-25,1
CUST-000586,53,56,6,179.33,3,148,BENELUX,2026-04-04,1
CUST-000587,28,85,9,150.49,1,141,IBERIA,2026-04-01,0
CUST-000588,53,25,11,115.22,2,117,DACH,2026-04-06,0
CUST-000589,29,114,11,220.95,0,70,NORDIC,2026-03-24,0
CUST-000590,32,118,2,137.44,7,166,EE,2026-04-10,1
CUST-000591,70,75,2,185.48,3,18,EE,2026-04-03,0
CUST-000592,30,24,6,73.62,1,166,IBERIA,2026-03-29,1
CUST-000593,70,8,8,246.09,5,1,DACH,2026-04-06,0
CUST-000594,64,62,9,144.62,5,1,NORDIC,2026-04-03,0
CUST-000595,68,37,6,122.17,6,50,EE,2026-04-08,0
CUST-000596,67,91,2,70.85,6,32,DACH,2026-03-27,0
CUST-000597,57,42,5,144.82,5,18,NORDIC,2026-04-13,0
CUST-000598,41,96,10,93.21,2,41,DACH,2026-04-15,0
CUST-000599,65,105,6,158.89,3,8,NORDIC,2026-04-12,0
CUST-000600,60,13,12,98.28,6,53,DACH,2026-04-21,0
CUST-000601,37,77,6,40.2,6,127,BENELUX,2026-03-25,1
CUST-000602,43,104,6,187.51,6,58,DACH,2026-03-22,0
CUST-000603,34,110,2,130.44,5,7,IBERIA,2026-03-24,0
CUST-000604,33,118,5,46.56,2,36,IBERIA,2026-03-26,0
CUST-000605,63,65,4,222.62,7,10,BENELUX,2026-04-15,0
CUST-000606,26,82,9,33.84,8,28,DACH,2026-03-24,0
CUST-000607,59,102,12,148.99,8,159,BENELUX,2026-04-10,1
CUST-000608,46,111,12,175.26,4,172,NORDIC,2026-03-24,1
CUST-000609,28,18,8,191.06,1,18,EE,2026-04-08,0
CUST-000610,22,32,2,86.86,7,55,BENELUX,2026-04-14,0
CUST-000611,50,14,7,53.06,0,136,BENELUX,2026-04-20,0
CUST-000612,68,105,10,223.82,6,85,DACH,2026-04-21,0
CUST-000613,50,31,1,72.21,8,24,IBERIA,2026-04-12,0
CUST-000614,61,71,1,230.65,5,23,BENELUX,2026-04-19,0
CUST-000615,22,65,12,74.41,2,77,EE,2026-04-19,0
CUST-000616,51,58,5,243.53,0,34,DACH,2026-04-08,0
CUST-000617,52,82,8,165.75,8,120,BENELUX,2026-04-16,1
CUST-000618,54,98,10,149.87,1,72,DACH,2026-04-15,0
CUST-000619,35,86,4,166.39,2,5,IBERIA,2026-04-13,0
CUST-000620,37,28,3,39.55,3,78,IBERIA,2026-04-10,0
CUST-000621,36,9,7,15.46,0,5,DACH,2026-04-01,0
CUST-000622,25,38,4,94.01,1,51,NORDIC,2026-03-22,0
CUST-000623,37,96,3,26.12,7,146,IBERIA,2026-03-28,1
CUST-000624,32,19,10,240.61,2,173,IBERIA,2026-03-28,1
CUST-000625,60,111,2,129.94,7,33,DACH,2026-03-30,0
CUST-000626,53,67,8,183.09,8,149,IBERIA,2026-04-06,1
CUST-000627,41,55,2,66.17,7,112,IBERIA,2026-04-07,1
CUST-000628,68,85,4,157.51,1,32,DACH,2026-04-04,0
CUST-000629,47,74,11,164.42,3,157,BENELUX,2026-04-20,1
CUST-000630,32,36,1,79.6,8,121,DACH,2026-04-03,1
CUST-000631,65,33,9,111.32,5,87,EE,2026-03-27,0
CUST-000632,65,107,8,209.64,1,165,BENELUX,2026-04-13,1
CUST-000633,61,15,1,132.17,8,142,EE,2026-03-31,1
CUST-000634,20,52,4,162.19,4,173,DACH,2026-04-10,1
CUST-000635,50,113,6,160.65,7,81,EE,2026-04-18,0
CUST-000636,38,99,4,170.49,8,163,BENELUX,2026-04-20,1
CUST-000637,56,47,4,195.29,4,78,EE,2026-04-16,0
CUST-000638,54,58,6,74.14,1,172,IBERIA,2026-04-14,1
CUST-000639,47,67,1,47.96,5,107,DACH,2026-03-29,1
CUST-000640,30,60,8,146.34,1,90,NORDIC,2026-04-16,0
CUST-000641,61,8,11,96.83,5,91,NORDIC,2026-03-28,1
CUST-000642,36,29,1,120.79,5,68,EE,2026-03-30,0
CUST-000643,47,76,12,242.4,6,116,EE,2026-04-04,1
CUST-000644,63,103,12,46.82,2,164,DACH,2026-03-28,1
CUST-000645,47,119,3,174.59,0,9,DACH,2026-03-23,0
CUST-000646,37,36,8,193.55,0,158,DACH,2026-04-18,1
CUST-000647,43,101,2,176.69,2,75,NORDIC,2026-03-31,0
CUST-000648,18,63,5,37.27,8,177,DACH,2026-03-22,1
CUST-000649,45,89,7,128.61,4,141,EE,2026-04-08,1
CUST-000650,45,33,3,195.85,4,38,NORDIC,2026-03-26,0
CUST-000651,34,64,10,143.92,0,178,IBERIA,2026-04-19,1
CUST-000652,50,15,8,124.55,0,30,DACH,2026-04-14,0
CUST-000653,47,32,1,177.83,2,83,NORDIC,2026-04-14,0
CUST-000654,33,101,3,87.37,0,118,IBERIA,2026-03-31,0
CUST-000655,57,55,8,169.45,8,144,NORDIC,2026-04-02,1
CUST-000656,58,104,1,76.28,0,54,BENELUX,2026-04-05,0
CUST-000657,57,13,10,221.4,7,113,EE,2026-03-23,1
CUST-000658,43,76,10,52.8,2,66,IBERIA,2026-04-21,0
CUST-000659,24,37,11,60.04,8,31,DACH,2026-04-05,0
CUST-000660,26,55,4,34.68,4,62,NORDIC,2026-03-23,0
CUST-000661,24,46,9,199.97,6,95,BENELUX,2026-04-07,1
CUST-000662,21,48,1,72.74,1,121,BENELUX,2026-03-24,0
CUST-000663,30,98,12,213.07,7,69,NORDIC,2026-03-24,0
CUST-000664,19,49,12,92.69,7,75,IBERIA,2026-04-17,0
CUST-000665,60,41,3,63.29,1,166,DACH,2026-03-26,1
CUST-000666,58,44,2,41.68,4,27,DACH,2026-04-01,0
CUST-000667,18,18,8,39.08,0,97,IBERIA,2026-04-01,0
CUST-000668,68,75,1,99.71,3,13,BENELUX,2026-04-16,0
CUST-000669,28,10,11,218.17,4,67,IBERIA,2026-04-01,0
CUST-000670,53,32,5,172.39,5,51,NORDIC,2026-03-28,0
CUST-000671,71,55,7,40.54,1,31,NORDIC,2026-03-31,0
CUST-000672,65,98,3,112.07,4,69,DACH,2026-04-04,0
CUST-000673,31,36,8,194.34,5,80,NORDIC,2026-04-04,0
CUST-000674,26,20,12,165.67,6,135,NORDIC,2026-04-20,1
CUST-000675,72,69,10,151.42,1,69,NORDIC,2026-03-22,0
CUST-000676,26,5,4,96.62,2,49,NORDIC,2026-04-03,0
CUST-000677,21,30,12,63.47,5,130,NORDIC,2026-03-24,1
CUST-000678,51,83,1,93.97,2,130,IBERIA,2026-04-11,0
CUST-000679,50,6,2,152.68,7,170,IBERIA,2026-03-27,1
CUST-000680,68,28,5,229.33,5,66,NORDIC,2026-04-16,0
CUST-000681,49,36,8,74.48,7,126,NORDIC,2026-04-03,1
CUST-000682,33,50,1,86.93,4,150,NORDIC,2026-03-27,1
CUST-000683,18,7,7,148.54,0,111,EE,2026-03-23,0
CUST-000684,52,18,7,44.59,6,76,IBERIA,2026-04-10,0
CUST-000685,49,104,8,154.51,5,53,EE,2026-04-10,0
CUST-000686,69,116,7,19.86,4,167,DACH,2026-04-17,1
CUST-000687,19,16,8,51.93,0,65,NORDIC,2026-04-13,0
CUST-000688,56,104,7,25.23,5,50,IBERIA,2026-04-20,0
CUST-000689,71,74,11,189.64,3,36,IBERIA,2026-04-21,0
CUST-000690,26,57,6,172.07,2,101,DACH,2026-03-30,0
CUST-000691,25,62,11,107.64,4,51,DACH,2026-04-15,0
CUST-000692,59,17,4,191.13,5,15,EE,2026-04-12,0
CUST-000693,34,32,5,235.38,8,135,IBERIA,2026-04-04,1
CUST-000694,61,74,4,115.43,5,39,IBERIA,2026-04-03,0
CUST-000695,44,117,12,76.7,4,145,NORDIC,2026-04-02,1
CUST-000696,40,90,8,187.26,5,159,DACH,2026-04-16,1
CUST-000697,49,58,12,220.4,3,27,BENELUX,2026-04-07,0
CUST-000698,32,94,3,214.74,1,135,NORDIC,2026-03-24,0
CUST-000699,56,4,4,107.62,2,54,BENELUX,2026-04-06,0
CUST-000700,44,50,5,181.96,1,118,NORDIC,2026-04-20,0
CUST-000701,60,36,6,38.33,6,86,BENELUX,2026-04-04,0
CUST-000702,23,49,2,241.72,3,129,NORDIC,2026-04-21,1
CUST-000703,63,18,10,53.05,2,136,IBERIA,2026-03-28,0
CUST-000704,58,84,6,153.09,4,173,BENELUX,2026-03-27,1
CUST-000705,46,120,7,130.23,8,34,NORDIC,2026-04-16,0
CUST-000706,62,27,5,66.0,3,81,BENELUX,2026-03-26,0
CUST-000707,64,82,3,183.12,7,49,EE,2026-03-22,0
CUST-000708,29,28,2,208.84,6,148,NORDIC,2026-04-18,1
CUST-000709,42,6,1,130.08,0,35,BENELUX,2026-04-19,0
CUST-000710,58,33,5,239.12,3,160,EE,2026-04-09,1
CUST-000711,31,113,8,31.05,6,87,NORDIC,2026-04-06,0
CUST-000712,40,32,3,16.01,1,6,EE,2026-04-04,0
CUST-000713,47,25,4,22.13,1,142,EE,2026-04-10,0
CUST-000714,31,7,4,124.76,7,159,BENELUX,2026-04-18,1
CUST-000715,35,17,2,189.38,7,49,EE,2026-04-11,0
CUST-000716,62,7,8,172.41,2,175,NORDIC,2026-04-02,1
CUST-000717,27,82,7,142.86,0,134,DACH,2026-04-21,0
CUST-000718,27,78,3,21.47,0,120,IBERIA,2026-04-19,0
CUST-000719,51,112,10,213.63,2,31,NORDIC,2026-04-10,0
CUST-000720,59,24,12,90.98,3,152,IBERIA,2026-03-28,1
CUST-000721,31,5,2,206.01,2,60,EE,2026-03-23,0
CUST-000722,40,100,2,123.15,8,118,IBERIA,2026-03-27,1
CUST-000723,28,80,4,18.23,0,50,EE,2026-04-05,0
CUST-000724,18,69,10,81.5,0,111,DACH,2026-04-07,0
CUST-000725,68,44,12,80.72,0,43,BENELUX,2026-03-23,0
CUST-000726,50,4,11,143.37,0,113,IBERIA,2026-04-01,0
CUST-000727,68,45,8,91.26,8,179,EE,2026-04-11,1
CUST-000728,66,1,2,86.36,5,147,DACH,2026-04-12,1
CUST-000729,33,80,7,111.89,7,45,NORDIC,2026-03-31,0
CUST-000730,29,51,9,115.87,2,114,NORDIC,2026-04-18,0
CUST-000731,67,70,12,46.57,1,73,NORDIC,2026-03-27,0
CUST-000732,53,118,5,194.87,3,166,NORDIC,2026-03-23,1
CUST-000733,27,6,2,129.44,4,102,IBERIA,2026-04-13,1
CUST-000734,56,85,4,216.7,3,75,NORDIC,2026-04-18,0
CUST-000735,34,55,1,118.78,6,114,EE,2026-03-31,1
CUST-000736,50,113,12,210.97,6,144,NORDIC,2026-04-04,1
CUST-000737,57,41,2,240.06,7,69,DACH,2026-04-20,0
CUST-000738,59,51,3,244.9,6,117,NORDIC,2026-03-22,1
CUST-000739,57,12,4,168.48,8,114,IBERIA,2026-04-04,1
CUST-000740,47,79,8,27.31,5,55,BENELUX,2026-04-13,0
CUST-000741,45,74,12,77.5,3,28,EE,2026-04-05,0
CUST-000742,46,19,9,18.43,4,63,IBERIA,2026-04-21,0
CUST-000743,58,38,10,62.21,0,123,NORDIC,2026-04-19,0
CUST-000744,41,103,7,199.79,8,114,BENELUX,2026-04-08,1
CUST-000745,71,116,4,172.03,2,12,BENELUX,2026-04-06,0
CUST-000746,25,27,3,100.58,5,127,IBERIA,2026-04-16,1
CUST-000747,18,10,1,144.85,2,63,NORDIC,2026-04-07,0
CUST-000748,40,85,10,42.06,8,147,BENELUX,2026-04-17,1
CUST-000749,39,91,7,104.45,4,46,DACH,2026-04-03,0
CUST-000750,49,70,9,65.02,0,85,EE,2026-04-20,0
CUST-000751,30,90,5,32.2,3,7,BENELUX,2026-03-26,0
CUST-000752,59,82,4,44.38,6,86,EE,2026-04-11,0
CUST-000753,57,56,11,156.48,8,68,IBERIA,2026-03-25,0
CUST-000754,65,93,8,203.29,7,7,IBERIA,2026-04-20,0
CUST-000755,42,4,2,210.41,7,69,BENELUX,2026-04-14,0
CUST-000756,21,112,5,187.31,7,8,DACH,2026-03-29,0
CUST-000757,36,112,4,106.06,7,79,IBERIA,2026-04-19,0
CUST-000758,50,85,12,122.73,6,61,BENELUX,2026-03-25,0
CUST-000759,63,11,8,202.99,5,122,DACH,2026-03-29,1
CUST-000760,71,42,9,117.72,4,95,DACH,2026-04-05,1
CUST-000761,64,20,8,87.28,4,138,NORDIC,2026-04-16,1
CUST-000762,32,63,11,29.93,8,92,DACH,2026-03-29,1
CUST-000763,48,94,3,113.29,8,128,NORDIC,2026-03-31,1
CUST-000764,58,74,3,47.04,2,21,BENELUX,2026-04-03,0
CUST-000765,25,112,6,147.34,8,40,DACH,2026-04-21,0
CUST-000766,26,60,11,178.56,1,54,NORDIC,2026-03-30,0
CUST-000767,67,35,6,113.67,8,66,IBERIA,2026-04-19,0
CUST-000768,64,47,8,167.72,4,28,IBERIA,2026-04-09,0
CUST-000769,44,1,9,153.43,4,80,BENELUX,2026-04-03,0
CUST-000770,61,11,12,87.87,1,102,IBERIA,2026-04-01,0
CUST-000771,46,52,7,234.06,7,170,IBERIA,2026-03-29,1
CUST-000772,34,56,8,243.57,6,102,DACH,2026-04-04,1
CUST-000773,50,46,11,188.28,2,2,NORDIC,2026-03-25,0
CUST-000774,45,83,5,92.44,2,150,NORDIC,2026-03-23,0
CUST-000775,41,24,1,82.56,1,125,EE,2026-04-04,0
CUST-000776,26,67,10,146.2,7,135,IBERIA,2026-04-17,1
CUST-000777,65,60,5,48.31,5,76,DACH,2026-04-08,0
CUST-000778,62,10,1,112.32,8,92,EE,2026-04-16,1
CUST-000779,68,77,11,69.56,8,119,EE,2026-04-08,1
CUST-000780,21,101,7,203.09,4,8,BENELUX,2026-04-12,0
CUST-000781,55,54,1,72.75,6,51,DACH,2026-04-13,0
CUST-000782,23,32,9,178.62,0,49,EE,2026-03-26,0
CUST-000783,70,115,1,225.75,3,61,DACH,2026-03-23,0
CUST-000784,60,15,1,109.11,8,67,NORDIC,2026-04-05,0
CUST-000785,51,69,8,90.15,5,87,BENELUX,2026-03-30,0
CUST-000786,54,38,7,39.52,5,39,DACH,2026-04-13,0
CUST-000787,47,25,5,96.41,6,155,EE,2026-04-15,1
CUST-000788,54,41,9,61.93,1,115,EE,2026-04-07,0
CUST-000789,33,92,6,97.03,1,168,IBERIA,2026-03-22,1
CUST-000790,60,55,4,204.84,6,63,EE,2026-03-30,0
CUST-000791,45,104,11,73.83,5,137,IBERIA,2026-04-01,1
CUST-000792,61,69,7,227.42,2,83,DACH,2026-04-02,0
CUST-000793,26,79,5,217.26,1,110,EE,2026-04-12,0
CUST-000794,63,82,3,154.09,7,107,IBERIA,2026-03-27,1
